Durusdinium15234	K08805
Durusdinium75320	K15026
Durusdinium75620	K01210
Durusdinium19109	K00654
Durusdinium86048	K20028
Durusdinium29827	K06669
Durusdinium2971	K24175
Durusdinium76435	K02939
Durusdinium50182	K04461
Durusdinium18782	K12323
Durusdinium27478	K01834
Durusdinium4577	K03688
Durusdinium19345	K21806
Durusdinium111336	K15429
Durusdinium17555	K25476
Durusdinium63360	K04780
Durusdinium11049	K12662
Durusdinium87068	K17906
Durusdinium62697	K07516
Durusdinium26576	K17757
Durusdinium2638	K08914
Durusdinium109790	K06180
Durusdinium138	K25166
Durusdinium4146	K13412
Durusdinium24932	K05534
Durusdinium30112	K10408
Durusdinium110844	K01490
Durusdinium8006	K18418
Durusdinium2875	K17964
Durusdinium53810	K17302
Durusdinium115139	K10583
Durusdinium275	K02925
Durusdinium60395	K00889
Durusdinium46605	K18327
Durusdinium20871	K17570
Durusdinium103220	K15891
Durusdinium72150	K05387
Durusdinium65690	K00380
Durusdinium109555	K20151
Durusdinium74620	K21396
Durusdinium100835	K14458
Durusdinium19191	K21989
Durusdinium74238	K13755
Durusdinium64488	K15264
Durusdinium98234	K00761
Durusdinium87964	K06889
Durusdinium59904	K14165
Durusdinium48995	K13755
Durusdinium22185	K09020
Durusdinium51844	K02987
Durusdinium3960	K09512
Durusdinium77637	K11529
Durusdinium5044	K09191
Durusdinium28570	K08737
Durusdinium17451	K05643
Durusdinium6471	K15047
Durusdinium18845	K04996
Durusdinium109780	K10251
Durusdinium45165	K13807
Durusdinium19772	K15032
Durusdinium61728	K20167
Durusdinium73034	K04125
Durusdinium7506	K04368
Durusdinium24596	K00605
Durusdinium10296	K10799
Durusdinium97333	K04371
Durusdinium104468	K00948
Durusdinium63440	K10414
Durusdinium12478	K24068
Durusdinium4054	K00933
Durusdinium64303	K09498
Durusdinium19242	K12323
Durusdinium10948	K15032
Durusdinium108142	K19430
Durusdinium4266	K19430
Durusdinium74469	K08139
Durusdinium59733	K00939
Durusdinium98326	K13111
Durusdinium85261	K14938
Durusdinium32508	K02942
Durusdinium88751	K06694
Durusdinium72313	K00021
Durusdinium1561	K00927
Durusdinium96495	K23858
Durusdinium97166	K03686
Durusdinium17472	K16726
Durusdinium14849	K02996
Durusdinium100412	K00469
Durusdinium84771	K19750
Durusdinium28862	K08292
Durusdinium108492	K10407
Durusdinium18422	K08292
Durusdinium55570	K02183
Durusdinium107460	K19755
Durusdinium55755	K12304
Durusdinium94772	K00796
Durusdinium86896	K00548
Durusdinium5037	K01081
Durusdinium74820	K08334
Durusdinium87086	K00380
Durusdinium11684	K03800
Durusdinium63426	K14843
Durusdinium31983	K00128
Durusdinium77051	K03037
Durusdinium62982	K22647
Durusdinium61536	K05658
Durusdinium65205	K04443
Durusdinium76204	K14652
Durusdinium8817	K13291
Durusdinium3135	K16900
Durusdinium96751	K11722
Durusdinium65137	K07393
Durusdinium60431	K08872
Durusdinium5057	K02325
Durusdinium21900	K03737
Durusdinium5167	K05389
Durusdinium15481	K08122
Durusdinium83846	K15332
Durusdinium72860	K04460
Durusdinium72556	K10380
Durusdinium76197	K25550
Durusdinium22045	K14411
Durusdinium49055	K07415
Durusdinium9470	K03259
Durusdinium14245	K13667
Durusdinium5346	K06252
Durusdinium1962	K00771
Durusdinium109709	K08871
Durusdinium96147	K00924
Durusdinium24107	K10300
Durusdinium949	K04628
Durusdinium10554	K18477
Durusdinium83697	K09250
Durusdinium19351	K05396
Durusdinium61517	K02183
Durusdinium61040	K01539
Durusdinium19335	K10380
Durusdinium15558	K13354
Durusdinium78122	K06130
Durusdinium113997	K08794
Durusdinium65256	K03661
Durusdinium5361	K02183
Durusdinium87049	K09571
Durusdinium62214	K09580
Durusdinium62381	K08596
Durusdinium108627	K04515
Durusdinium8222	K00215
Durusdinium63210	K01408
Durusdinium84144	K10587
Durusdinium87292	K15634
Durusdinium91650	K10408
Durusdinium6293	K21442
Durusdinium26455	K21862
Durusdinium11108	K10758
Durusdinium450	K22745
Durusdinium75769	K12132
Durusdinium95593	K20289
Durusdinium110709	K07511
Durusdinium94702	K12493
Durusdinium106823	K08790
Durusdinium15720	K16675
Durusdinium60159	K06180
Durusdinium20105	K15436
Durusdinium45037	K06252
Durusdinium13170	K24758
Durusdinium106628	K01873
Durusdinium86978	K13293
Durusdinium68729	K04515
Durusdinium9250	K10380
Durusdinium42952	K00948
Durusdinium84906	K11594
Durusdinium48762	K10380
Durusdinium62173	K09866
Durusdinium6691	K17619
Durusdinium110224	K14857
Durusdinium16453	K11126
Durusdinium90228	K15289
Durusdinium68297	K14007
Durusdinium71907	K02372
Durusdinium26890	K00889
Durusdinium19119	K15032
Durusdinium4735	K00898
Durusdinium106806	K00616
Durusdinium50754	K03869
Durusdinium25662	K03924
Durusdinium1898	K02873
Durusdinium51142	K10603
Durusdinium3986	K14856
Durusdinium110677	K11131
Durusdinium3338	K08582
Durusdinium66357	K01758
Durusdinium78508	K13979
Durusdinium60995	K17535
Durusdinium107395	K09680
Durusdinium13923	K20093
Durusdinium48649	K16052
Durusdinium29305	K03257
Durusdinium82525	K00797
Durusdinium83181	K10615
Durusdinium111248	K00754
Durusdinium66086	K01883
Durusdinium114588	K14852
Durusdinium146	K02355
Durusdinium95220	K01379
Durusdinium94592	K19671
Durusdinium26610	K20777
Durusdinium74654	K04986
Durusdinium107966	K12442
Durusdinium11480	K03686
Durusdinium76756	K12384
Durusdinium75483	K00654
Durusdinium38803	K12447
Durusdinium18887	K01953
Durusdinium20002	K15440
Durusdinium112278	K02998
Durusdinium74720	K18213
Durusdinium13041	K10380
Durusdinium6848	K16531
Durusdinium20663	K24611
Durusdinium12403	K13124
Durusdinium12910	K15032
Durusdinium108337	K06874
Durusdinium25472	K13806
Durusdinium97602	K09568
Durusdinium1353	K04838
Durusdinium6858	K13110
Durusdinium112252	K16748
Durusdinium98180	K03010
Durusdinium679	K09667
Durusdinium96096	K12181
Durusdinium1522	K14696
Durusdinium109390	K09568
Durusdinium85661	K04565
Durusdinium8878	K07931
Durusdinium107692	K25401
Durusdinium60006	K19870
Durusdinium74322	K19513
Durusdinium84043	K03841
Durusdinium7824	K13675
Durusdinium6449	K00486
Durusdinium109227	K14824
Durusdinium94755	K04892
Durusdinium5587	K04308
Durusdinium47906	K01465
Durusdinium22328	K11420
Durusdinium20648	K00472
Durusdinium30815	K18740
Durusdinium99489	K11885
Durusdinium5457	K10396
Durusdinium62438	K14775
Durusdinium105404	K11838
Durusdinium27079	K14567
Durusdinium16809	K03514
Durusdinium13244	K21440
Durusdinium8874	K15032
Durusdinium37219	K15710
Durusdinium29365	K11340
Durusdinium24078	K17361
Durusdinium7094	K21444
Durusdinium79977	K01868
Durusdinium115736	K18587
Durusdinium21183	K21803
Durusdinium72749	K22762
Durusdinium12457	K20876
Durusdinium25476	K16545
Durusdinium29160	K19672
Durusdinium13934	K23966
Durusdinium14652	K13208
Durusdinium61358	K22763
Durusdinium8382	K01802
Durusdinium95415	K08287
Durusdinium97991	K07241
Durusdinium21053	K05665
Durusdinium100885	K01007
Durusdinium72358	K12132
Durusdinium1637	K09699
Durusdinium85673	K01802
Durusdinium90694	K18045
Durusdinium52627	K10595
Durusdinium65894	K01673
Durusdinium96394	K01515
Durusdinium99973	K15258
Durusdinium14552	K19199
Durusdinium80139	K01408
Durusdinium109803	K11131
Durusdinium5292	K23332
Durusdinium12990	K04851
Durusdinium50469	K12410
Durusdinium24290	K11717
Durusdinium105971	K00265
Durusdinium46089	K13611
Durusdinium79451	K02372
Durusdinium8428	K00545
Durusdinium50907	K02874
Durusdinium71748	K01726
Durusdinium2548	K10380
Durusdinium49750	K12825
Durusdinium52114	K10949
Durusdinium16124	K04799
Durusdinium14617	K15102
Durusdinium76842	K13750
Durusdinium83000	K23490
Durusdinium10185	K02927
Durusdinium60439	K00218
Durusdinium12152	K21991
Durusdinium108292	K19329
Durusdinium20471	K19755
Durusdinium19614	K03307
Durusdinium13130	K02183
Durusdinium30060	K00558
Durusdinium24744	K24685
Durusdinium613	K20242
Durusdinium2957	K10398
Durusdinium2004	K16570
Durusdinium13218	K03106
Durusdinium3658	K18482
Durusdinium110016	K05516
Durusdinium108837	K15305
Durusdinium6984	K15032
Durusdinium64432	K23739
Durusdinium98957	K03686
Durusdinium96124	K04936
Durusdinium83894	K01738
Durusdinium44205	K00128
Durusdinium152	K03292
Durusdinium83832	K00706
Durusdinium90791	K02639
Durusdinium103092	K01530
Durusdinium73398	K10380
Durusdinium33826	K11584
Durusdinium50006	K06911
Durusdinium2016	K11592
Durusdinium6483	K11274
Durusdinium60819	K03671
Durusdinium32616	K01714
Durusdinium49071	K00213
Durusdinium4428	K14079
Durusdinium16162	K04885
Durusdinium73322	K24317
Durusdinium49316	K11713
Durusdinium12168	K16726
Durusdinium9824	K08151
Durusdinium4223	K06002
Durusdinium88522	K22074
Durusdinium97361	K02510
Durusdinium109196	K10408
Durusdinium74910	K10380
Durusdinium61202	K18798
Durusdinium44952	K10130
Durusdinium106753	K04456
Durusdinium13725	K25895
Durusdinium2864	K10408
Durusdinium99750	K12586
Durusdinium96259	K05592
Durusdinium60353	K09637
Durusdinium71827	K04851
Durusdinium78031	K24512
Durusdinium24811	K24083
Durusdinium108485	K10380
Durusdinium22750	K21198
Durusdinium108190	K15734
Durusdinium11133	K17619
Durusdinium71775	K09571
Durusdinium95056	K15584
Durusdinium17146	K01139
Durusdinium50558	K22809
Durusdinium115411	K03769
Durusdinium101769	K16746
Durusdinium30085	K00333
Durusdinium6011	K10423
Durusdinium24886	K17584
Durusdinium4493	K02937
Durusdinium84430	K15377
Durusdinium17349	K11982
Durusdinium19530	K12837
Durusdinium18304	K00472
Durusdinium84558	K07300
Durusdinium4599	K01873
Durusdinium53873	K17592
Durusdinium21810	K05721
Durusdinium1281	K04905
Durusdinium33545	K01007
Durusdinium14248	K01201
Durusdinium23662	K15889
Durusdinium97709	K06990
Durusdinium61519	K07297
Durusdinium5179	K00002
Durusdinium31801	K22419
Durusdinium37707	K03687
Durusdinium75447	K12585
Durusdinium96270	K11264
Durusdinium3166	K00799
Durusdinium75110	K04459
Durusdinium107885	K10457
Durusdinium108271	K05658
Durusdinium50760	K12035
Durusdinium17267	K25895
Durusdinium2099	K10380
Durusdinium96324	K14652
Durusdinium50642	K08855
Durusdinium9662	K18465
Durusdinium84611	K10664
Durusdinium44663	K03794
Durusdinium16573	K00469
Durusdinium76398	K18467
Durusdinium98398	K12876
Durusdinium97432	K18460
Durusdinium76153	K22072
Durusdinium107776	K04515
Durusdinium17191	K03635
Durusdinium60973	K09568
Durusdinium23068	K04885
Durusdinium46184	K02437
Durusdinium34366	K10664
Durusdinium14528	K10860
Durusdinium15850	K22503
Durusdinium48836	K03364
Durusdinium89061	K17458
Durusdinium10939	K08778
Durusdinium53272	K13354
Durusdinium14667	K00002
Durusdinium13426	K16066
Durusdinium87591	K14379
Durusdinium8617	K01076
Durusdinium18376	K15272
Durusdinium43713	K02866
Durusdinium111146	K13789
Durusdinium15354	K17725
Durusdinium23792	K10380
Durusdinium72603	K14453
Durusdinium73673	K04460
Durusdinium78095	K14963
Durusdinium1697	K14803
Durusdinium113345	K03094
Durusdinium25833	K12842
Durusdinium88780	K22762
Durusdinium13417	K07126
Durusdinium4202	K08869
Durusdinium9379	K00863
Durusdinium96157	K16302
Durusdinium52026	K15382
Durusdinium96677	K22868
Durusdinium100009	K21770
Durusdinium3116	K10380
Durusdinium21940	K10777
Durusdinium6120	K04905
Durusdinium21764	K01115
Durusdinium48781	K00981
Durusdinium29036	K02988
Durusdinium62396	K13998
Durusdinium3947	K04840
Durusdinium19125	K05543
Durusdinium99054	K00031
Durusdinium5929	K07903
Durusdinium1579	K15216
Durusdinium97330	K16457
Durusdinium107085	K18826
Durusdinium68943	K10408
Durusdinium83739	K21734
Durusdinium7791	K12442
Durusdinium30779	K12483
Durusdinium97661	K13120
Durusdinium32285	K01530
Durusdinium83258	K19932
Durusdinium55079	K03665
Durusdinium104022	K15176
Durusdinium13345	K10860
Durusdinium71628	K24427
Durusdinium95144	K13412
Durusdinium39315	K04512
Durusdinium9080	K16639
Durusdinium84330	K18703
Durusdinium52296	K10408
Durusdinium49022	K14079
Durusdinium31933	K01366
Durusdinium74439	K03283
Durusdinium69145	K06678
Durusdinium10750	K05300
Durusdinium89553	K12460
Durusdinium62693	K01114
Durusdinium49434	K08582
Durusdinium31861	K06685
Durusdinium95632	K02325
Durusdinium97812	K10799
Durusdinium40527	K04646
Durusdinium2979	K07427
Durusdinium29544	K17586
Durusdinium17400	K22372
Durusdinium95887	K11878
Durusdinium3001	K15667
Durusdinium89563	K19760
Durusdinium113553	K01990
Durusdinium31661	K23338
Durusdinium87882	K17943
Durusdinium48470	K12440
Durusdinium2055	K13412
Durusdinium14859	K09510
Durusdinium7716	K00706
Durusdinium62035	K13412
Durusdinium97848	K11594
Durusdinium9785	K01379
Durusdinium27895	K01803
Durusdinium22033	K14319
Durusdinium97266	K20872
Durusdinium19786	K19045
Durusdinium87317	K05677
Durusdinium109353	K14674
Durusdinium50365	K09502
Durusdinium19770	K02953
Durusdinium1731	K08910
Durusdinium38148	K00626
Durusdinium63549	K22145
Durusdinium39006	K01755
Durusdinium52644	K16482
Durusdinium15047	K10407
Durusdinium11876	K17278
Durusdinium18472	K16462
Durusdinium97766	K10380
Durusdinium63438	K21435
Durusdinium63524	K14997
Durusdinium75049	K13647
Durusdinium17826	K19584
Durusdinium11110	K09578
Durusdinium12273	K00412
Durusdinium107557	K08866
Durusdinium108539	K23289
Durusdinium99064	K14994
Durusdinium21230	K02087
Durusdinium15033	K13292
Durusdinium15904	K10669
Durusdinium15104	K02335
Durusdinium257	K01069
Durusdinium2188	K13184
Durusdinium86160	K16473
Durusdinium14492	K22614
Durusdinium101664	K14802
Durusdinium107104	K10860
Durusdinium19732	K08726
Durusdinium88176	K16329
Durusdinium21520	K03627
Durusdinium86672	K04739
Durusdinium3594	K21862
Durusdinium30419	K02992
Durusdinium17067	K15032
Durusdinium97874	K09013
Durusdinium16526	K09861
Durusdinium31818	K10358
Durusdinium26025	K15032
Durusdinium13631	K10380
Durusdinium48583	K06180
Durusdinium7676	K26167
Durusdinium1287	K04482
Durusdinium110343	K12132
Durusdinium83487	K20603
Durusdinium6080	K08486
Durusdinium106551	K04854
Durusdinium13640	K03320
Durusdinium107827	K12132
Durusdinium7248	K00569
Durusdinium108753	K20526
Durusdinium31738	K25805
Durusdinium12937	K00326
Durusdinium12876	K02687
Durusdinium45972	K19525
Durusdinium56585	K13800
Durusdinium5363	K01365
Durusdinium4244	K04908
Durusdinium12975	K00315
Durusdinium49224	K09673
Durusdinium6323	K01254
Durusdinium96104	K05539
Durusdinium41205	K02865
Durusdinium16772	K16726
Durusdinium23733	K13412
Durusdinium86584	K01210
Durusdinium24593	K19760
Durusdinium60877	K25507
Durusdinium50024	K09420
Durusdinium29237	K02960
Durusdinium0	K12323
Durusdinium74795	K01338
Durusdinium22196	K12818
Durusdinium5398	K12823
Durusdinium24459	K21805
Durusdinium115296	K19672
Durusdinium103863	K13984
Durusdinium188	K10408
Durusdinium73736	K00059
Durusdinium107725	K14539
Durusdinium99821	K15016
Durusdinium2195	K06210
Durusdinium85829	K11338
Durusdinium42104	K25439
Durusdinium7108	K22763
Durusdinium48310	K09592
Durusdinium112906	K12430
Durusdinium66870	K21814
Durusdinium84094	K00627
Durusdinium3792	K24224
Durusdinium32808	K02957
Durusdinium108396	K03405
Durusdinium61362	K01687
Durusdinium3191	K02898
Durusdinium15833	K12891
Durusdinium23781	K10355
Durusdinium55179	K06024
Durusdinium83271	K13412
Durusdinium98620	K12439
Durusdinium94012	K19511
Durusdinium74511	K13412
Durusdinium20057	K18532
Durusdinium12788	K01379
Durusdinium63642	K01866
Durusdinium12722	K06180
Durusdinium43838	K19683
Durusdinium106667	K01082
Durusdinium25460	K08852
Durusdinium23962	K10614
Durusdinium66017	K17279
Durusdinium21673	K22447
Durusdinium61371	K00889
Durusdinium75875	K09874
Durusdinium84151	K09578
Durusdinium72923	K13133
Durusdinium84919	K06995
Durusdinium5165	K04955
Durusdinium85063	K17506
Durusdinium13454	K15382
Durusdinium72470	K03094
Durusdinium25110	K16602
Durusdinium75414	K10356
Durusdinium26983	K00234
Durusdinium73422	K12175
Durusdinium9797	K10380
Durusdinium98845	K00799
Durusdinium29859	K01365
Durusdinium97466	K09554
Durusdinium8859	K01875
Durusdinium72994	K24185
Durusdinium109800	K16810
Durusdinium16452	K01850
Durusdinium38217	K00914
Durusdinium18274	K00476
Durusdinium103892	K14859
Durusdinium111471	K14724
Durusdinium60047	K02871
Durusdinium23180	K01130
Durusdinium16471	K07238
Durusdinium72160	K10380
Durusdinium96607	K02864
Durusdinium16007	K17759
Durusdinium12575	K10805
Durusdinium72664	K25792
Durusdinium16334	K20362
Durusdinium94697	K17623
Durusdinium18415	K15032
Durusdinium29466	K08956
Durusdinium473	K02115
Durusdinium30927	K03178
Durusdinium115964	K01253
Durusdinium83808	K00116
Durusdinium83095	K11837
Durusdinium33805	K00476
Durusdinium12127	K10758
Durusdinium50287	K11527
Durusdinium1764	K10357
Durusdinium97315	K00816
Durusdinium14680	K13210
Durusdinium98372	K20607
Durusdinium108320	K03038
Durusdinium15094	K03188
Durusdinium95511	K09667
Durusdinium68892	K11259
Durusdinium5786	K14411
Durusdinium110386	K10408
Durusdinium229	K02893
Durusdinium5211	K10380
Durusdinium88024	K07893
Durusdinium62571	K01414
Durusdinium83064	K00939
Durusdinium79608	K14007
Durusdinium72193	K25425
Durusdinium18634	K10357
Durusdinium106728	K04905
Durusdinium95171	K09528
Durusdinium1411	K02350
Durusdinium49857	K04855
Durusdinium49790	K14376
Durusdinium3708	K00485
Durusdinium19362	K06413
Durusdinium83995	K04855
Durusdinium14358	K01373
Durusdinium56195	K15637
Durusdinium7004	K01373
Durusdinium61136	K03010
Durusdinium80001	K05857
Durusdinium17658	K13411
Durusdinium26106	K22207
Durusdinium19412	K19882
Durusdinium107936	K07870
Durusdinium60078	K06147
Durusdinium77707	K26089
Durusdinium13866	K10357
Durusdinium88535	K16060
Durusdinium4185	K01347
Durusdinium73879	K20181
Durusdinium83412	K04885
Durusdinium112557	K14404
Durusdinium65685	K01557
Durusdinium21433	K19245
Durusdinium24797	K10393
Durusdinium49054	K11136
Durusdinium84888	K11781
Durusdinium16232	K14411
Durusdinium95238	K11094
Durusdinium87139	K18422
Durusdinium73021	K01529
Durusdinium29409	K17506
Durusdinium39367	K10407
Durusdinium5726	K10645
Durusdinium55991	K12861
Durusdinium7887	K02328
Durusdinium21114	K07512
Durusdinium83743	K04892
Durusdinium53899	K11323
Durusdinium26819	K07098
Durusdinium7562	K04957
Durusdinium670	K10407
Durusdinium96684	K09574
Durusdinium4000	K22611
Durusdinium87368	K08819
Durusdinium48187	K09485
Durusdinium41559	K24512
Durusdinium23057	K03761
Durusdinium15387	K24611
Durusdinium11223	K07560
Durusdinium20450	K14079
Durusdinium85953	K00029
Durusdinium106645	K02183
Durusdinium14695	K17943
Durusdinium6573	K00476
Durusdinium39224	K18368
Durusdinium6966	K24756
Durusdinium56629	K06027
Durusdinium28254	K25216
Durusdinium60177	K03932
Durusdinium9441	K05656
Durusdinium50420	K13123
Durusdinium64419	K17908
Durusdinium3178	K13412
Durusdinium9413	K09582
Durusdinium83817	K02881
Durusdinium4631	K12035
Durusdinium23315	K01208
Durusdinium62451	K19760
Durusdinium12034	K15336
Durusdinium83878	K05658
Durusdinium107737	K06178
Durusdinium21080	K04908
Durusdinium75780	K04885
Durusdinium1295	K08914
Durusdinium85035	K02183
Durusdinium45754	K11782
Durusdinium2404	K17943
Durusdinium74098	K10635
Durusdinium106691	K07151
Durusdinium75018	K24272
Durusdinium11732	K06637
Durusdinium16798	K12592
Durusdinium92352	K05858
Durusdinium11733	K10754
Durusdinium930	K00789
Durusdinium49252	K12813
Durusdinium1656	K10807
Durusdinium72784	K12440
Durusdinium11549	K07297
Durusdinium109046	K09903
Durusdinium23567	K19413
Durusdinium50086	K07376
Durusdinium14345	K02183
Durusdinium86988	K01307
Durusdinium13356	K10407
Durusdinium5187	K17500
Durusdinium49047	K04857
Durusdinium21882	K11426
Durusdinium48422	K08796
Durusdinium52337	K01893
Durusdinium108893	K00026
Durusdinium95277	K18749
Durusdinium8711	K06180
Durusdinium9504	K03362
Durusdinium66649	K23490
Durusdinium57026	K08794
Durusdinium23201	K08994
Durusdinium12674	K13339
Durusdinium9367	K10380
Durusdinium12680	K14402
Durusdinium12535	K24195
Durusdinium110877	K22866
Durusdinium11017	K08163
Durusdinium63514	K14857
Durusdinium12192	K12450
Durusdinium50852	K24734
Durusdinium109844	K00800
Durusdinium115121	K04905
Durusdinium72197	K03686
