Ofaveolata267237	K00627
Ofaveolata262011	K10155
Ofaveolata263316	K01858
Ofaveolata255251	K03929
Ofaveolata259088	K22073
Ofaveolata265593	K17341
Ofaveolata256479	K12132
Ofaveolata259252	K09569
Ofaveolata254956	K09228
Ofaveolata255065	K02030
Ofaveolata207189	K14072
Ofaveolata247284	K04515
Ofaveolata260426	K16603
Ofaveolata132969	K15026
Ofaveolata265815	K23295
Ofaveolata1024298	K05126
Ofaveolata259382	K06693
Ofaveolata249536	K14686
Ofaveolata254884	K25425
Ofaveolata239640	K09608
Ofaveolata222574	K01346
Ofaveolata250310	K11687
Ofaveolata245972	K09195
Ofaveolata255282	K17503
Ofaveolata247189	K16675
Ofaveolata260742	K03783
Ofaveolata265057	K08076
Ofaveolata268855	K10401
Ofaveolata266875	K14206
Ofaveolata212421	K06184
Ofaveolata262394	K05673
Ofaveolata269702	K03132
Ofaveolata261785	K00763
Ofaveolata263356	K11393
Ofaveolata212937	K01562
Ofaveolata256580	K12235
Ofaveolata258215	K04358
Ofaveolata269318	K19601
Ofaveolata265215	K19499
Ofaveolata228057	K08794
Ofaveolata254345	K01934
Ofaveolata257652	K01518
Ofaveolata259515	K17495
Ofaveolata258416	K07912
Ofaveolata244087	K08132
Ofaveolata263147	K01904
Ofaveolata265624	K17508
Ofaveolata260382	K06927
Ofaveolata260724	K20777
Ofaveolata258558	K15630
Ofaveolata268462	K11851
Ofaveolata268091	K03125
Ofaveolata265957	K14805
Ofaveolata269006	K10397
Ofaveolata267463	K04978
Ofaveolata228431	K07497
Ofaveolata250872	K03115
Ofaveolata182274	K14735
Ofaveolata261299	K13117
Ofaveolata540135	K11253
Ofaveolata152252	K07497
Ofaveolata261647	K19739
Ofaveolata259453	K02295
Ofaveolata255831	K09641
Ofaveolata162440	K23224
Ofaveolata261980	K12186
Ofaveolata260110	K14546
Ofaveolata259601	K09207
Ofaveolata269183	K16471
Ofaveolata258209	K24195
Ofaveolata267947	K08268
Ofaveolata266441	K02992
Ofaveolata261273	K10169
Ofaveolata214881	K09328
Ofaveolata266216	K24226
Ofaveolata247578	K07998
Ofaveolata269581	K18411
Ofaveolata252990	K09608
Ofaveolata269223	K10582
Ofaveolata265442	K22857
Ofaveolata263599	K06825
Ofaveolata251313	K12402
Ofaveolata264136	K20020
Ofaveolata263013	K11488
Ofaveolata251829	K22790
Ofaveolata267658	K21922
Ofaveolata252369	K24835
Ofaveolata2276154	K05190
Ofaveolata264945	K22210
Ofaveolata240614	K03142
Ofaveolata230383	K24469
Ofaveolata239551	K07497
Ofaveolata249278	K14717
Ofaveolata266522	K16794
Ofaveolata246885	K24835
Ofaveolata236397	K02183
Ofaveolata240944	K08465
Ofaveolata1314606	K10343
Ofaveolata261059	K14071
Ofaveolata262147	K23727
Ofaveolata257401	K03120
Ofaveolata265432	K04615
Ofaveolata268440	K08554
Ofaveolata258514	K22697
Ofaveolata253686	K02941
Ofaveolata258046	K12866
Ofaveolata229743	K08665
Ofaveolata243502	K24609
Ofaveolata267023	K24680
Ofaveolata260459	K15292
Ofaveolata265824	K15691
Ofaveolata264989	K01392
Ofaveolata254578	K08202
Ofaveolata254659	K04079
Ofaveolata251359	K02881
Ofaveolata268722	K05034
Ofaveolata261306	K09640
Ofaveolata262153	K11997
Ofaveolata240638	K12324
Ofaveolata236423	K16914
Ofaveolata250214	K01316
Ofaveolata268455	K03255
Ofaveolata256122	K10271
Ofaveolata253491	K20293
Ofaveolata259987	K19366
Ofaveolata264147	K10283
Ofaveolata258986	K24350
Ofaveolata262086	K10478
Ofaveolata263226	K24485
Ofaveolata254413	K00746
Ofaveolata255134	K01192
Ofaveolata262300	K02353
Ofaveolata260205	K10457
Ofaveolata269039	K10908
Ofaveolata267552	K02030
Ofaveolata1450655	K15015
Ofaveolata264210	K17614
Ofaveolata256348	K05126
Ofaveolata256797	K12831
Ofaveolata261076	K24469
Ofaveolata259680	K23355
Ofaveolata264982	K13171
Ofaveolata268931	K00485
Ofaveolata268289	K14862
Ofaveolata268426	K25168
Ofaveolata251804	K15198
Ofaveolata255756	K07885
Ofaveolata265087	K05502
Ofaveolata259167	K22285
Ofaveolata264016	K12388
Ofaveolata196103	K01363
Ofaveolata260051	K09848
Ofaveolata199913	K01349
Ofaveolata260872	K20995
Ofaveolata252575	K04209
Ofaveolata261594	K12864
Ofaveolata255082	K14684
Ofaveolata266919	K11730
Ofaveolata159544	K09309
Ofaveolata258431	K04887
Ofaveolata269244	K18592
Ofaveolata244039	K02899
Ofaveolata2569171	K14459
Ofaveolata266887	K10392
Ofaveolata258978	K05110
Ofaveolata214196	K07935
Ofaveolata258241	K03354
Ofaveolata249075	K01362
Ofaveolata249624	K14407
Ofaveolata269560	K14442
Ofaveolata243900	K02997
Ofaveolata259081	K13702
Ofaveolata269317	K09636
Ofaveolata266649	K05312
Ofaveolata141595	K23204
Ofaveolata245922	K08375
Ofaveolata261801	K09518
Ofaveolata116789	K00939
Ofaveolata263029	K10478
Ofaveolata254623	K09578
Ofaveolata253187	K17339
Ofaveolata262560	K01724
Ofaveolata258476	K13144
Ofaveolata251972	K15303
Ofaveolata16892	K02183
Ofaveolata267914	K20908
Ofaveolata263901	K24943
Ofaveolata245982	K01020
Ofaveolata256625	K23909
Ofaveolata255004	K01324
Ofaveolata267537	K00548
Ofaveolata268293	K14297
Ofaveolata224856	K11165
Ofaveolata1390734	K04079
Ofaveolata202227	K09490
Ofaveolata113516	K23853
Ofaveolata264417	K03462
Ofaveolata266988	K01672
Ofaveolata266950	K10273
Ofaveolata251839	K24835
Ofaveolata248760	K07966
Ofaveolata258482	K04824
Ofaveolata236621	K02964
Ofaveolata254381	K14945
Ofaveolata264886	K13539
Ofaveolata254270	K10325
Ofaveolata266401	K17916
Ofaveolata255285	K02375
Ofaveolata223349	K10443
Ofaveolata269624	K10369
Ofaveolata258200	K11374
Ofaveolata260751	K09267
Ofaveolata267412	K17849
Ofaveolata685806	K07375
Ofaveolata268574	K20994
Ofaveolata260305	K07870
Ofaveolata264304	K24992
Ofaveolata253258	K12035
Ofaveolata113634	K11590
Ofaveolata269542	K13748
Ofaveolata245520	K12471
Ofaveolata268233	K07207
Ofaveolata2115153	K04988
Ofaveolata268182	K05766
Ofaveolata268305	K19029
Ofaveolata244787	K00337
Ofaveolata920562	K06240
Ofaveolata267581	K10260
Ofaveolata268571	K13194
Ofaveolata265091	K00815
Ofaveolata263992	K10659
Ofaveolata267814	K11127
Ofaveolata262601	K08202
Ofaveolata267372	K10478
Ofaveolata227172	K00182
Ofaveolata262503	K10586
Ofaveolata258454	K04267
Ofaveolata249499	K24936
Ofaveolata251336	K02223
Ofaveolata253267	K00750
Ofaveolata268649	K16541
Ofaveolata1115348	K04148
Ofaveolata267830	K11127
Ofaveolata262338	K11182
Ofaveolata255306	K19499
Ofaveolata268784	K12373
Ofaveolata162864	K11667
Ofaveolata267151	K05768
Ofaveolata248187	K06624
Ofaveolata257239	K07497
Ofaveolata256400	K04513
Ofaveolata262829	K10280
Ofaveolata246613	K08375
Ofaveolata150639	K04919
Ofaveolata264733	K08465
Ofaveolata266713	K18592
Ofaveolata265950	K23460
Ofaveolata224326	K04234
Ofaveolata197429	K04150
Ofaveolata240026	K24464
Ofaveolata252737	K23909
Ofaveolata269734	K15259
Ofaveolata2007799	K07440
Ofaveolata264520	K10844
Ofaveolata267344	K07178
Ofaveolata267286	K14072
Ofaveolata266965	K14809
Ofaveolata262891	K04854
Ofaveolata260775	K08375
Ofaveolata7199	K01315
Ofaveolata263422	K15712
Ofaveolata240975	K05302
Ofaveolata263865	K15078
Ofaveolata269807	K06238
Ofaveolata266097	K10457
Ofaveolata60732	K05181
Ofaveolata234880	K10390
Ofaveolata234330	K02884
Ofaveolata236608	K14753
Ofaveolata269612	K24822
Ofaveolata267320	K12132
Ofaveolata267578	K04043
Ofaveolata126924	K23958
Ofaveolata265517	K17341
Ofaveolata231621	K22754
Ofaveolata252797	K02608
Ofaveolata162209	K02866
Ofaveolata260067	K23421
Ofaveolata262456	K11323
Ofaveolata269639	K17725
Ofaveolata247088	K16506
Ofaveolata257891	K04224
Ofaveolata261174	K16757
Ofaveolata266498	K12485
Ofaveolata237672	K04662
Ofaveolata267239	K13191
Ofaveolata225727	K06639
Ofaveolata252133	K00311
Ofaveolata258424	K00344
Ofaveolata267754	K17915
Ofaveolata267744	K20683
Ofaveolata267723	K19750
Ofaveolata254989	K10688
Ofaveolata264746	K12132
Ofaveolata256936	K24825
Ofaveolata266892	K06623
Ofaveolata263213	K00546
Ofaveolata269658	K10408
Ofaveolata269548	K24186
Ofaveolata224213	K01872
Ofaveolata264620	K04511
Ofaveolata254718	K22790
Ofaveolata164645	K08893
Ofaveolata225602	K05755
Ofaveolata249086	K10312
Ofaveolata261716	K10268
Ofaveolata263000	K00058
Ofaveolata267763	K04710
Ofaveolata177628	K04606
Ofaveolata257702	K10644
Ofaveolata256336	K03174
Ofaveolata242322	K09657
Ofaveolata266057	K16342
Ofaveolata168401	K22790
Ofaveolata259967	K08818
Ofaveolata177057	K19496
Ofaveolata265290	K25178
Ofaveolata248352	K17592
Ofaveolata256912	K04285
Ofaveolata262905	K11674
Ofaveolata267770	K04498
Ofaveolata263255	K03364
Ofaveolata241341	K15112
Ofaveolata239916	K11130
Ofaveolata251262	K24024
Ofaveolata262063	K01283
Ofaveolata269795	K22628
Ofaveolata267604	K02156
Ofaveolata267960	K10396
Ofaveolata260790	K03259
Ofaveolata261809	K01019
Ofaveolata262257	K06279
Ofaveolata265114	K06756
Ofaveolata227649	K18741
Ofaveolata230302	K18274
Ofaveolata251046	K00602
Ofaveolata263116	K09552
Ofaveolata252887	K15498
Ofaveolata238622	K14074
Ofaveolata243654	K00635
Ofaveolata262480	K05655
Ofaveolata263530	K19327
Ofaveolata267268	K04307
Ofaveolata262595	K01530
Ofaveolata265747	K20223
Ofaveolata245034	K09634
Ofaveolata256523	K13102
Ofaveolata261731	K06711
Ofaveolata258758	K01772
Ofaveolata258574	K07426
Ofaveolata253303	K02514
Ofaveolata269272	K01332
Ofaveolata256140	K01953
Ofaveolata245729	K03105
Ofaveolata266699	K18208
Ofaveolata247755	K07838
Ofaveolata269307	K05181
Ofaveolata258891	K11989
Ofaveolata213415	K04146
Ofaveolata264844	K00976
Ofaveolata255882	K07763
Ofaveolata265916	K07874
Ofaveolata266536	K13937
Ofaveolata267645	K14544
Ofaveolata253846	K22282
Ofaveolata162920	K17616
Ofaveolata258014	K15203
Ofaveolata239547	K04163
Ofaveolata267996	K06711
Ofaveolata1632297	K11254
Ofaveolata269421	K12035
Ofaveolata252156	K04984
Ofaveolata206557	K04828
Ofaveolata268620	K18422
Ofaveolata257243	K04142
Ofaveolata248073	K18932
Ofaveolata262290	K23919
Ofaveolata1556333	K17275
Ofaveolata215153	K01802
Ofaveolata264863	K15381
Ofaveolata230510	K04594
Ofaveolata269019	K13719
Ofaveolata259199	K04592
Ofaveolata2101831	K04314
Ofaveolata260138	K12323
Ofaveolata266578	K04944
Ofaveolata262237	K06238
Ofaveolata258635	K04142
Ofaveolata264163	K13912
Ofaveolata263690	K17341
Ofaveolata269056	K05695
Ofaveolata262759	K07408
Ofaveolata248773	K01480
Ofaveolata261851	K14011
Ofaveolata113266	K02894
Ofaveolata266224	K00558
Ofaveolata268863	K07497
Ofaveolata267275	K24437
Ofaveolata248827	K24835
Ofaveolata245350	K04144
Ofaveolata203928	K16890
Ofaveolata264806	K04253
Ofaveolata238609	K22583
Ofaveolata265967	K12870
Ofaveolata249713	K11519
Ofaveolata266071	K17307
Ofaveolata252331	K09317
Ofaveolata266376	K19909
Ofaveolata217915	K06170
Ofaveolata262738	K12619
Ofaveolata269206	K24431
Ofaveolata265865	K13145
Ofaveolata260201	K08455
Ofaveolata259132	K01425
Ofaveolata225490	K00913
Ofaveolata262919	K06094
Ofaveolata260720	K23851
Ofaveolata250159	K24470
Ofaveolata269747	K00857
Ofaveolata264337	K10478
Ofaveolata269637	K20994
Ofaveolata266557	K24835
Ofaveolata225100	K04874
Ofaveolata263454	K20103
Ofaveolata255849	K00408
Ofaveolata269867	K25168
Ofaveolata266744	K09258
Ofaveolata265688	K10359
Ofaveolata258885	K06855
Ofaveolata250646	K23422
Ofaveolata260422	K15289
Ofaveolata267660	K14801
Ofaveolata229848	K09497
Ofaveolata260234	K03691
Ofaveolata259380	K06721
Ofaveolata268561	K12818
Ofaveolata250194	K04266
Ofaveolata243256	K07497
Ofaveolata248556	K19730
Ofaveolata161707	K05692
Ofaveolata269493	K12172
Ofaveolata261390	K24979
Ofaveolata254492	K08375
Ofaveolata245269	K03175
Ofaveolata266365	K11456
Ofaveolata258821	K09275
Ofaveolata268333	K04989
Ofaveolata225448	K22752
Ofaveolata264661	K13211
Ofaveolata256302	K13348
Ofaveolata258950	K06252
Ofaveolata259185	K23292
Ofaveolata267703	K17637
Ofaveolata269099	K11967
Ofaveolata256372	K14830
Ofaveolata264511	K17655
Ofaveolata258401	K17341
Ofaveolata119388	K12888
Ofaveolata265238	K13288
Ofaveolata264468	K24426
Ofaveolata809431	K08378
Ofaveolata248804	K06794
Ofaveolata269528	K06754
Ofaveolata264544	K05126
Ofaveolata144370	K02183
Ofaveolata268391	K16583
Ofaveolata255061	K24483
Ofaveolata258719	K01784
Ofaveolata160750	K01537
Ofaveolata255948	K03544
Ofaveolata233138	K09048
Ofaveolata251508	K16669
Ofaveolata264365	K03948
Ofaveolata262915	K11417
Ofaveolata251038	K05692
Ofaveolata262639	K08292
Ofaveolata245662	K04353
Ofaveolata268320	K17231
Ofaveolata261241	K16731
Ofaveolata260533	K10341
Ofaveolata266914	K02183
Ofaveolata265790	K23538
Ofaveolata264927	K07378
Ofaveolata252478	K16732
Ofaveolata268707	K05673
Ofaveolata259530	K05695
Ofaveolata243370	K19899
Ofaveolata268199	K19402
Ofaveolata245309	K20795
Ofaveolata269473	K04427
Ofaveolata254639	K11366
Ofaveolata257761	K09341
Ofaveolata260370	K00036
Ofaveolata248196	K11997
Ofaveolata239586	K02922
Ofaveolata248458	K24895
Ofaveolata252762	K00939
Ofaveolata267910	K08187
Ofaveolata263122	K09442
Ofaveolata244346	K04606
Ofaveolata256212	K18159
Ofaveolata258538	K09553
Ofaveolata256746	K20838
Ofaveolata265150	K05048
Ofaveolata263166	K07841
Ofaveolata208672	K07374
Ofaveolata248178	K05123
Ofaveolata117552	K12385
Ofaveolata269298	K04558
Ofaveolata259556	K06068
Ofaveolata264919	K13421
Ofaveolata264089	K03066
Ofaveolata146180	K03506
Ofaveolata948650	K05863
Ofaveolata164718	K07374
Ofaveolata239631	K02936
Ofaveolata263047	K04874
Ofaveolata265673	K18405
Ofaveolata259413	K03332
Ofaveolata268582	K18469
Ofaveolata269580	K24333
Ofaveolata260625	K15169
Ofaveolata267294	K16531
Ofaveolata254206	K12035
Ofaveolata250896	K12196
Ofaveolata259833	K22824
Ofaveolata1312326	K19511
Ofaveolata262363	K18442
Ofaveolata269682	K15255
Ofaveolata265954	K24891
Ofaveolata240485	K05312
Ofaveolata251957	K08621
Ofaveolata242471	K00741
Ofaveolata247399	K04306
Ofaveolata267437	K07497
Ofaveolata268108	K01867
Ofaveolata265521	K13123
Ofaveolata255963	K22856
Ofaveolata260904	K03859
Ofaveolata268044	K10589
Ofaveolata261518	K20408
Ofaveolata254284	K01581
Ofaveolata263963	K22666
Ofaveolata263804	K12859
Ofaveolata262064	K01179
Ofaveolata261676	K03320
Ofaveolata238254	K10454
Ofaveolata266062	K08606
Ofaveolata264624	K03661
Ofaveolata264496	K24469
Ofaveolata261650	K00070
Ofaveolata224852	K04097
Ofaveolata267087	K17535
Ofaveolata268378	K10642
Ofaveolata255436	K04202
Ofaveolata266469	K20279
Ofaveolata260099	K09328
Ofaveolata253198	K20498
Ofaveolata262072	K04437
Ofaveolata241779	K04914
Ofaveolata264369	K09106
Ofaveolata255346	K15107
Ofaveolata249425	K21456
Ofaveolata249057	K09228
Ofaveolata265835	K07497
Ofaveolata255545	K13763
Ofaveolata243018	K00588
Ofaveolata263726	K09228
Ofaveolata250768	K03061
Ofaveolata266626	K24509
Ofaveolata246005	K12605
Ofaveolata241608	K02866
Ofaveolata255986	K11982
Ofaveolata262862	K06671
Ofaveolata261916	K16780
Ofaveolata264510	K06252
Ofaveolata260248	K20179
Ofaveolata247267	K09200
Ofaveolata267408	K16848
Ofaveolata268011	K10461
Ofaveolata264013	K02085
Ofaveolata266829	K04592
Ofaveolata261867	K04967
Ofaveolata195300	K04603
Ofaveolata264309	K05673
Ofaveolata261912	K17307
Ofaveolata241634	K14415
Ofaveolata268400	K10423
Ofaveolata233468	K04160
Ofaveolata246376	K09288
Ofaveolata211811	K11276
Ofaveolata254802	K16452
Ofaveolata266724	K06115
Ofaveolata265503	K06532
Ofaveolata225684	K19765
Ofaveolata259034	K15214
Ofaveolata244774	K19619
Ofaveolata263271	K24678
Ofaveolata269345	K20865
Ofaveolata252184	K01698
Ofaveolata263923	K02030
Ofaveolata264489	K13298
Ofaveolata260958	K17904
Ofaveolata228391	K14072
Ofaveolata267905	K17637
Ofaveolata256770	K25166
Ofaveolata268217	K14427
Ofaveolata248846	K13134
Ofaveolata264897	K24053
Ofaveolata262646	K10686
Ofaveolata244302	K24464
Ofaveolata259016	K00515
Ofaveolata1035967	K04218
Ofaveolata253948	K07374
Ofaveolata1550600	K09490
Ofaveolata265575	K24051
Ofaveolata260870	K14558
Ofaveolata254133	K15129
Ofaveolata2340888	K04393
Ofaveolata268262	K00326
Ofaveolata258212	K04615
Ofaveolata251846	K10408
Ofaveolata268241	K19682
Ofaveolata258073	K17607
Ofaveolata254469	K01017
Ofaveolata265042	K13278
Ofaveolata260410	K21437
Ofaveolata259049	K14810
Ofaveolata260493	K06265
Ofaveolata223421	K09632
Ofaveolata250617	K02266
Ofaveolata253914	K23503
Ofaveolata264371	K02583
Ofaveolata235499	K17341
Ofaveolata241032	K08660
Ofaveolata265294	K09592
Ofaveolata253426	K24794
Ofaveolata247847	K23901
Ofaveolata312596	K06773
Ofaveolata262858	K04506
Ofaveolata225772	K12160
Ofaveolata258143	K10808
Ofaveolata213744	K19399
Ofaveolata258428	K09593
Ofaveolata260864	K09848
Ofaveolata259856	K10899
Ofaveolata269373	K11577
Ofaveolata261184	K10355
Ofaveolata251672	K24835
Ofaveolata265035	K04606
Ofaveolata266752	K22913
Ofaveolata264684	K14538
Ofaveolata253672	K09660
Ofaveolata264378	K19178
Ofaveolata259818	K04346
Ofaveolata1142269	K09428
Ofaveolata1289537	K04565
Ofaveolata263823	K06569
Ofaveolata264554	K07369
Ofaveolata243099	K12882
Ofaveolata261314	K08043
Ofaveolata265433	K00653
Ofaveolata261557	K24942
Ofaveolata266079	K09657
Ofaveolata194536	K08770
Ofaveolata254549	K08076
Ofaveolata258227	K00940
Ofaveolata268940	K01056
Ofaveolata268245	K12169
Ofaveolata252846	K15837
Ofaveolata223961	K04082
Ofaveolata265635	K01908
Ofaveolata267815	K01135
Ofaveolata219029	K07375
Ofaveolata263655	K10380
Ofaveolata259791	K15105
Ofaveolata260445	K18753
Ofaveolata269655	K00907
Ofaveolata250437	K15262
Ofaveolata241265	K04984
Ofaveolata266190	K10279
Ofaveolata264873	K17919
Ofaveolata253976	K08111
Ofaveolata251323	K16904
Ofaveolata254035	K10624
Ofaveolata265145	K17341
Ofaveolata261171	K01183
Ofaveolata255547	K11651
Ofaveolata167268	K17307
Ofaveolata860307	K05463
Ofaveolata262488	K00573
Ofaveolata249447	K15622
Ofaveolata237928	K24758
Ofaveolata264720	K02219
Ofaveolata269303	K23438
Ofaveolata122587	K07374
Ofaveolata265720	K16630
Ofaveolata256728	K14428
Ofaveolata263747	K14613
Ofaveolata113173	K24431
Ofaveolata250480	K03671
Ofaveolata214839	K03687
Ofaveolata265224	K16913
Ofaveolata258166	K00471
Ofaveolata267718	K03124
Ofaveolata224810	K04615
Ofaveolata259179	K02183
Ofaveolata268991	K11789
Ofaveolata1922879	K10408
Ofaveolata262183	K14318
Ofaveolata262194	K12132
Ofaveolata269788	K18422
Ofaveolata268359	K17551
Ofaveolata264124	K07364
Ofaveolata263614	K08375
Ofaveolata269876	K02943
Ofaveolata267100	K16669
Ofaveolata261221	K21776
Ofaveolata17339	K08469
Ofaveolata263910	K06237
Ofaveolata1658152	K24506
Ofaveolata263252	K04453
Ofaveolata261527	K21249
Ofaveolata269137	K21991
Ofaveolata257210	K07819
Ofaveolata255627	K14072
Ofaveolata258769	K24431
Ofaveolata265477	K08231
Ofaveolata263146	K23740
Ofaveolata253939	K04150
Ofaveolata265119	K10130
Ofaveolata262810	K10478
Ofaveolata266956	K02084
Ofaveolata261659	K10598
Ofaveolata215159	K15235
Ofaveolata268908	K11978
Ofaveolata265058	K12850
Ofaveolata255798	K13190
Ofaveolata262765	K01487
Ofaveolata3949778	K23342
Ofaveolata264416	K04648
Ofaveolata268640	K17592
Ofaveolata265170	K05016
Ofaveolata259937	K05863
Ofaveolata265793	K17341
Ofaveolata262265	K04612
Ofaveolata266997	K20196
Ofaveolata168489	K10460
Ofaveolata247154	K05181
Ofaveolata211650	K08469
Ofaveolata231565	K22614
Ofaveolata249866	K24431
Ofaveolata269553	K22614
Ofaveolata267700	K21765
Ofaveolata266218	K10875
Ofaveolata252050	K10175
Ofaveolata225661	K10049
Ofaveolata256509	K02183
Ofaveolata256892	K00831
Ofaveolata191773	K08960
Ofaveolata238344	K09206
Ofaveolata235172	K10649
Ofaveolata235135	K14074
Ofaveolata121947	K08145
Ofaveolata269113	K16725
Ofaveolata253500	K18399
Ofaveolata263554	K07755
Ofaveolata264244	K17495
Ofaveolata268868	K22377
Ofaveolata259373	K23566
Ofaveolata266324	K14445
Ofaveolata259094	K09591
Ofaveolata123495	K05116
Ofaveolata260216	K01890
Ofaveolata263371	K18703
Ofaveolata265960	K22790
Ofaveolata266585	K19499
Ofaveolata162193	K02920
Ofaveolata261476	K06270
Ofaveolata243174	K24936
Ofaveolata158976	K02183
Ofaveolata261027	K20647
Ofaveolata131	K01562
Ofaveolata269502	K07497
Ofaveolata267127	K01596
Ofaveolata250040	K13140
Ofaveolata255643	K14072
Ofaveolata267509	K23600
Ofaveolata256182	K18486
Ofaveolata269543	K19525
Ofaveolata237447	K24835
Ofaveolata250394	K03248
Ofaveolata252211	K05840
Ofaveolata261367	K10638
Ofaveolata266702	K10478
Ofaveolata14092	K04248
Ofaveolata267029	K04231
Ofaveolata260967	K06238
Ofaveolata259977	K11259
Ofaveolata1581977	K16857
Ofaveolata267063	K10645
Ofaveolata265520	K02186
Ofaveolata268721	K03174
Ofaveolata262024	K15015
Ofaveolata249171	K17260
Ofaveolata265030	K10631
Ofaveolata245470	K06691
Ofaveolata209859	K05398
Ofaveolata264405	K20028
Ofaveolata261255	K19539
Ofaveolata91935	K05273
Ofaveolata242568	K12815
Ofaveolata260643	K05502
Ofaveolata267971	K11274
Ofaveolata269351	K18405
Ofaveolata112431	K11276
Ofaveolata262474	K09571
Ofaveolata108889	K08867
Ofaveolata261705	K22790
Ofaveolata256056	K06723
Ofaveolata251312	K16607
Ofaveolata249340	K09227
Ofaveolata266015	K13366
Ofaveolata261274	K08770
Ofaveolata257065	K07375
Ofaveolata267150	K16470
Ofaveolata259090	K04358
Ofaveolata252891	K17623
Ofaveolata266220	K00060
Ofaveolata262851	K25437
Ofaveolata652629	K04255
Ofaveolata211383	K04135
Ofaveolata262358	K05126
Ofaveolata267334	K18408
Ofaveolata258282	K08132
Ofaveolata260029	K21922
Ofaveolata166569	K01017
Ofaveolata256581	K04142
Ofaveolata249999	K09342
Ofaveolata157207	K01768
Ofaveolata266525	K02599
Ofaveolata262324	K19363
Ofaveolata262557	K19511
Ofaveolata268248	K10406
Ofaveolata262241	K00995
Ofaveolata266338	K24536
Ofaveolata269722	K25165
Ofaveolata259180	K00314
Ofaveolata252576	K09397
Ofaveolata258097	K01638
Ofaveolata261071	K14686
Ofaveolata254258	K06238
Ofaveolata267579	K03155
Ofaveolata260927	K16530
Ofaveolata252378	K16548
Ofaveolata268201	K02599
Ofaveolata249796	K12860
Ofaveolata267666	K10408
Ofaveolata241366	K08076
Ofaveolata253162	K04347
Ofaveolata262954	K11416
Ofaveolata260044	K01540
Ofaveolata253050	K03173
Ofaveolata257890	K24835
Ofaveolata224086	K08056
Ofaveolata239035	K15837
Ofaveolata262655	K24469
Ofaveolata325082	K01324
Ofaveolata248148	K08578
